"X1" "X2" "Y"
"1" 0.997646878939122 0.470335331512615 -1
"2" 0.613356959540397 0.659389175707474 -1
"3" 0.296505213482305 0.0114411890972406 -1
"4" 0.527262914692983 0.796266126679257 1
"5" 0.494425839046016 0.591667202068493 -1
"6" 0.579152078833431 0.990723317023367 1
"7" 0.598054148955271 0.885368632385507 1
"8" 0.266064274357632 0.788461381569505 1
"9" 0.301542963366956 0.0683094086125493 -1
"10" 0.225845847511664 0.275361832464114 -1
"11" 0.411170291947201 0.949256725609303 1
"12" 0.67549918172881 0.709539556642994 -1
"13" 0.629059981554747 0.358284109737724 -1
"14" 0.841608313145116 0.812648287275806 -1
"15" 0.147036572452635 0.165744903730229 -1
"16" 0.673188707791269 0.350458308355883 -1
"17" 0.63118246733211 0.766833180096 -1
"18" 0.587869385723025 0.547343355603516 -1
"19" 0.87275974615477 0.158669470576569 -1
"20" 0.354271778371185 0.574745677178726 -1
"21" 0.25685398420319 0.864507058635354 1
"22" 0.279391841497272 0.233914418146014 -1
"23" 0.00802474701777101 0.540712169837207 1
"24" 0.941357536939904 0.105158791178837 -1
"25" 0.916711583966389 0.419494406320155 -1
"26" 0.128475580364466 0.513354950584471 1
"27" 0.191379935014993 0.473659479059279 1
"28" 0.466358370380476 0.552248587366194 -1
"29" 0.836201176745817 0.924857411766425 -1
"30" 0.334755478659645 0.834604788105935 1
"31" 0.625181074952707 0.814370626816526 -1
"32" 0.976101256208494 0.187142503447831 -1
"33" 0.0805579572916031 0.935993460239843 1
"34" 0.256359344115481 0.765644712373614 1
"35" 0.112601344240829 0.74225345836021 1
"36" 0.556615530280396 0.558286429382861 -1
"37" 0.247684061760083 0.970477838767692 1
"38" 0.208345357561484 0.144584619440138 -1
"39" 0.822881903266534 0.802360490430146 -1
"40" 0.206634425092489 0.458459832705557 1
"41" 0.792728133965284 0.574718965683132 -1
"42" 0.995895838132128 0.0881555031519383 -1
"43" 0.675281714880839 0.0448561632074416 -1
"44" 0.128188481321558 0.967556484043598 1
"45" 0.903332771733403 0.902368365321308 -1
"46" 0.0991596686653793 0.483872987795621 1
"47" 0.0541077984962612 0.677199529716745 1
"48" 0.437277184333652 0.74367966526188 1
"49" 0.680422799428925 0.561639279592782 -1
"50" 0.333635760005563 0.770199758000672 1
